"game_id","Off_abbrev","Def_abbrev","fga","fgm","xpa","xpm","fga_0_39","fgm_0_39","fga_40_49","fgm_40_49","fga_50","fgm_50","player","Total_DKP","Total_FDP","Total_SDP","vis_team","home_team","vis_score","home_score","OT","Roof","Surface","Temperature","Humidity","Wind_Speed","Vegas_Line","Vegas_Favorite","Over_Under","game_date"
"202210020rai","LVR","DEN",4,4,3,2,4,4,0,0,0,0,"Daniel Carlson",14,14,14,"DEN","LVR",23,32,"False","dome","grass",72,45,0,-3,"LVR",45,2022-10-02
"202210020rav","BAL","BUF",2,2,2,2,0,0,1,1,1,1,"Justin Tucker",11,11,11,"BUF","BAL",23,20,"False","outdoors","grass",72,45,0,-3,"BUF",51,2022-10-02
"202210020rav","BUF","BAL",3,3,2,2,0,0,0,0,0,0,"Tyler Bass",2,2,2,"BUF","BAL",23,20,"False","outdoors","grass",72,45,0,-3,"BUF",51,2022-10-02
"202210020tam","KAN","TAM",2,2,5,5,1,1,1,1,0,0,"Matthew Wright",12,12,12,"KAN","TAM",41,31,"False","outdoors","grass ",72,45,0,-1,"TAM",46,2022-10-02
"202210020tam","TAM","KAN",1,1,4,4,0,0,1,1,0,0,"Ryan Succop",8,8,8,"KAN","TAM",41,31,"False","outdoors","grass ",72,45,0,-1,"TAM",46,2022-10-02
"202210030sfo","LAR","SFO",3,3,0,0,3,3,0,0,0,0,"Matt Gay",9,9,9,"LAR","SFO",9,24,"False","outdoors","grass",72,45,0,-1.5,"SFO",42.5,2022-10-03
"202210030sfo","SFO","LAR",2,1,3,3,0,0,0,0,0,0,"Robbie Gould",3,3,3,"LAR","SFO",9,24,"False","outdoors","grass",72,45,0,-1.5,"SFO",42.5,2022-10-03
"202210060den","DEN","IND",4,3,0,0,0,0,0,0,0,0,"Brandon McManus",0,0,0,"IND","DEN",12,9,"True","outdoors","grass ",72,45,0,-3,"DEN",42,2022-10-06
"202210060den","IND","DEN",4,4,0,0,1,1,1,1,2,2,"Chase McLaughlin",17,17,17,"IND","DEN",12,9,"True","outdoors","grass ",72,45,0,-3,"DEN",42,2022-10-06
"202210090buf","BUF","PIT",2,1,5,5,1,1,1,0,0,0,"Tyler Bass",8,8,8,"PIT","BUF",3,38,"False","outdoors","a_turf",72,45,0,-14,"BUF",45.5,2022-10-09
"202210090buf","PIT","BUF",3,1,0,0,2,1,1,0,0,0,"Chris Boswell",3,3,3,"PIT","BUF",3,38,"False","outdoors","a_turf",72,45,0,-14,"BUF",45.5,2022-10-09
"202210090car","CAR","SFO",4,3,0,0,2,2,2,1,0,0,"Eddy Pineiro",10,10,10,"SFO","CAR",37,15,"False","outdoors","grass ",72,45,0,-6.5,"SFO",39.5,2022-10-09
"202210090car","SFO","CAR",2,1,3,3,0,0,2,1,0,0,"Robbie Gould",7,7,7,"SFO","CAR",37,15,"False","outdoors","grass ",72,45,0,-6.5,"SFO",39.5,2022-10-09
"202210090car","0","0",0,0,2,1,0,0,0,0,0,0,"Mitch Wishnowsky",1,1,1,"SFO","CAR",37,15,"False","outdoors","grass ",72,45,0,-6.5,"SFO",39.5,2022-10-09
"202210090cle","CLE","LAC",2,0,4,4,0,0,1,0,1,0,"Cade York",4,4,4,"LAC","CLE",30,28,"False","outdoors","grass ",72,45,0,-1,"LAC",47,2022-10-09
"202210090cle","LAC","CLE",3,3,3,3,3,3,0,0,0,0,"Taylor Bertolet",12,12,12,"LAC","CLE",30,28,"False","outdoors","grass ",72,45,0,-1,"LAC",47,2022-10-09
"202210090crd","ARI","PHI",2,1,2,2,1,1,1,0,0,0,"Matt Ammendola",5,5,5,"PHI","ARI",20,17,"False","retractable roof (closed)","grass ",72,45,0,-5,"PHI",49,2022-10-09
"202210090crd","PHI","ARI",2,2,2,2,0,0,0,0,0,0,"Cameron Dicker",2,2,2,"PHI","ARI",20,17,"False","retractable roof (closed)","grass ",72,45,0,-5,"PHI",49,2022-10-09
"202210090gnb","GNB","NYG",2,2,2,2,0,0,2,2,0,0,"Mason Crosby",10,10,10,"NYG","GNB",27,22,"False","outdoors","grass",72,45,0,-8,"GNB",41.5,2022-10-09
"202210090gnb","NYG","GNB",2,2,3,3,1,1,1,1,0,0,"Graham Gano",10,10,10,"NYG","GNB",27,22,"False","outdoors","grass",72,45,0,-8,"GNB",41.5,2022-10-09
"202210090jax","HOU","JAX",2,2,1,1,0,0,1,1,1,1,"Ka'imi Fairbairn",10,10,10,"HOU","JAX",13,6,"False","outdoors","grass ",72,45,0,-7,"JAX",43.5,2022-10-09
"202210090jax","JAX","HOU",2,2,0,0,0,0,0,0,0,0,"Riley Patterson",0,0,0,"HOU","JAX",13,6,"False","outdoors","grass ",72,45,0,-7,"JAX",43.5,2022-10-09
"202210090min","CHI","MIN",3,3,1,1,0,0,2,2,1,1,"Cairo Santos",14,14,14,"CHI","MIN",22,29,"False","dome","sportturf",72,45,0,-7.5,"MIN",44,2022-10-09
"202210090min","MIN","CHI",2,0,3,3,0,0,0,0,2,0,"Greg Joseph",3,3,3,"CHI","MIN",22,29,"False","dome","sportturf",72,45,0,-7.5,"MIN",44,2022-10-09
"202210090nor","NOR","SEA",1,1,4,4,0,0,0,0,1,1,"Wil Lutz",9,9,9,"SEA","NOR",32,39,"False","dome","sportturf",72,45,0,-5,"NOR",45,2022-10-09
"202210090nor","SEA","NOR",2,2,3,2,1,1,0,0,1,1,"Jason Myers",10,10,10,"SEA","NOR",32,39,"False","dome","sportturf",72,45,0,-5,"NOR",45,2022-10-09
"202210090nwe","NWE","DET",5,5,2,2,4,4,1,1,0,0,"Nick Folk",18,18,18,"DET","NWE",0,29,"False","outdoors","fieldturf ",72,45,0,-3,"NWE",45.5,2022-10-09
"202210090nyj","MIA","NYJ",2,1,2,2,0,0,1,1,1,0,"Jason Sanders",6,6,6,"MIA","NYJ",17,40,"False","outdoors","fieldturf ",72,45,0,-3.5,"MIA",45,2022-10-09
"202210090nyj","NYJ","MIA",1,1,5,5,1,1,0,0,0,0,"Greg Zuerlein",8,8,8,"MIA","NYJ",17,40,"False","outdoors","fieldturf ",72,45,0,-3.5,"MIA",45,2022-10-09
"202210090ram","DAL","LAR",3,3,1,1,0,0,0,0,0,0,"Brett Maher",1,1,1,"DAL","LAR",22,10,"False","dome","matrixturf",72,45,0,-5.5,"LAR",42,2022-10-09
"202210090ram","LAR","DAL",2,1,1,1,1,1,0,0,1,0,"Matt Gay",4,4,4,"DAL","LAR",22,10,"False","dome","matrixturf",72,45,0,-5.5,"LAR",42,2022-10-09
"202210090rav","BAL","CIN",4,4,1,1,2,2,1,1,1,1,"Justin Tucker",16,16,16,"CIN","BAL",17,19,"False","outdoors","grass",72,45,0,-3.5,"BAL",47.5,2022-10-09
"202210090rav","CIN","BAL",1,1,2,2,0,0,0,0,0,0,"Evan McPherson",2,2,2,"CIN","BAL",17,19,"False","outdoors","grass",72,45,0,-3.5,"BAL",47.5,2022-10-09
"202210090tam","ATL","TAM",1,0,1,1,0,0,0,0,1,0,"Younghoe Koo",1,1,1,"ATL","TAM",15,21,"False","outdoors","grass ",72,45,0,-10,"TAM",46.5,2022-10-09
"202210090tam","TAM","ATL",2,2,1,1,1,1,1,1,0,0,"Ryan Succop",8,8,8,"ATL","TAM",15,21,"False","outdoors","grass ",72,45,0,-10,"TAM",46.5,2022-10-09
"202210090was","ERROR - abbrev_team","TEN",1,1,2,2,0,0,0,0,0,0,"Joey Slye",2,2,2,"TEN","ERROR - abbrev_team",21,17,"False","outdoors","grass ",72,45,0,-2,"TEN",43,2022-10-09
"202210090was","0","0",0,0,3,3,0,0,0,0,0,0,"Randy Bullock",3,3,3,"TEN","ERROR - abbrev_team",21,17,"False","outdoors","grass ",72,45,0,-2,"TEN",43,2022-10-09
"202210100kan","KAN","LVR",2,1,3,3,0,0,0,0,0,0,"Matthew Wright",3,3,3,"LVR","KAN",29,30,"False","outdoors","grass ",72,45,0,-7,"KAN",51.5,2022-10-10
"202210100kan","LVR","KAN",3,3,2,2,0,0,1,1,2,2,"Daniel Carlson",16,16,16,"LVR","KAN",29,30,"False","outdoors","grass ",72,45,0,-7,"KAN",51.5,2022-10-10
"202210130chi","ERROR - abbrev_team","CHI",3,2,0,0,2,2,1,0,0,0,"Joey Slye",6,6,6,"ERROR - abbrev_team","CHI",12,7,"False","outdoors","grass ",72,45,0,-1,"ERROR - abbrev_team",38,2022-10-13
"202210130chi","0","0",0,0,1,1,0,0,0,0,0,0,"Cairo Santos",1,1,1,"ERROR - abbrev_team","CHI",12,7,"False","outdoors","grass ",72,45,0,-1,"ERROR - abbrev_team",38,2022-10-13
"202210160atl","0","0",0,0,2,2,0,0,0,0,0,0,"Robbie Gould",2,2,2,"SFO","ATL",14,28,"False","retractable roof (open)","fieldturf",72,45,0,-4.5,"SFO",45,2022-10-16
"202210160atl","0","0",0,0,4,4,0,0,0,0,0,0,"Younghoe Koo",4,4,4,"SFO","ATL",14,28,"False","retractable roof (open)","fieldturf",72,45,0,-4.5,"SFO",45,2022-10-16
"202210160cle","CLE","NWE",3,3,0,0,1,1,1,1,1,1,"Cade York",12,12,12,"NWE","CLE",38,15,"False","outdoors","grass ",72,45,0,-2.5,"CLE",43,2022-10-16
"202210160cle","NWE","CLE",2,1,5,5,1,1,1,0,0,0,"Nick Folk",8,8,8,"NWE","CLE",38,15,"False","outdoors","grass ",72,45,0,-2.5,"CLE",43,2022-10-16
"202210160clt","0","0",0,0,3,3,0,0,0,0,0,0,"Riley Patterson",3,3,3,"JAX","IND",27,34,"False","retractable roof (open)","fieldturf ",72,45,0,-1.5,"IND",41,2022-10-16
"202210160clt","IND","JAX",2,2,2,2,1,1,1,1,0,0,"Chase McLaughlin",9,9,9,"JAX","IND",27,34,"False","retractable roof (open)","fieldturf ",72,45,0,-1.5,"IND",41,2022-10-16
"202210160gnb","GNB","NYJ",2,1,1,1,1,1,1,0,0,0,"Mason Crosby",4,4,4,"NYJ","GNB",27,10,"False","outdoors","grass ",72,45,0,-7.5,"GNB",45,2022-10-16
"202210160gnb","NYJ","GNB",3,2,3,3,2,2,0,0,1,0,"Greg Zuerlein",9,9,9,"NYJ","GNB",27,10,"False","outdoors","grass ",72,45,0,-7.5,"GNB",45,2022-10-16
"202210160kan","BUF","KAN",1,1,3,3,1,1,0,0,0,0,"Tyler Bass",6,6,6,"BUF","KAN",24,20,"False","outdoors","grass ",72,45,0,-2.5,"BUF",54,2022-10-16
"202210160kan","KAN","BUF",3,2,2,2,0,0,1,1,2,1,"Harrison Butker",11,11,11,"BUF","KAN",24,20,"False","outdoors","grass ",72,45,0,-2.5,"BUF",54,2022-10-16
"202210160mia","MIA","MIN",2,1,1,1,0,0,1,1,1,0,"Jason Sanders",5,5,5,"MIN","MIA",24,16,"False","outdoors","grass ",72,45,0,-3,"MIN",45.5,2022-10-16
"202210160mia","MIN","MIA",1,1,2,1,1,1,0,0,0,0,"Greg Joseph",4,4,4,"MIN","MIA",24,16,"False","outdoors","grass ",72,45,0,-3,"MIN",45.5,2022-10-16
"202210160nor","NOR","CIN",4,4,2,2,4,4,0,0,0,0,"Wil Lutz",14,14,14,"CIN","NOR",30,26,"False","dome","sportturf",72,45,0,-3,"CIN",43,2022-10-16
"202210160nor","CIN","NOR",1,1,3,3,0,0,0,0,1,1,"Evan McPherson",8,8,8,"CIN","NOR",30,26,"False","dome","sportturf",72,45,0,-3,"CIN",43,2022-10-16
"202210160nyg","NYG","BAL",1,1,3,3,0,0,0,0,0,0,"Graham Gano",3,3,3,"BAL","NYG",20,24,"False","outdoors","fieldturf ",72,45,0,-5.5,"BAL",45.5,2022-10-16
"202210160nyg","BAL","NYG",3,2,2,2,2,2,0,0,1,0,"Justin Tucker",8,8,8,"BAL","NYG",20,24,"False","outdoors","fieldturf ",72,45,0,-5.5,"BAL",45.5,2022-10-16
"202210160phi","0","0",0,2,2,2,1,1,0,0,1,1,"Jake Elliott",10,10,10,"DAL","PHI",17,26,"False","outdoors","grass ",72,45,0,-6.5,"PHI",42,2022-10-16
"202210160phi","DAL","PHI",2,1,2,2,1,1,0,0,1,0,"Brett Maher",5,5,5,"DAL","PHI",17,26,"False","outdoors","grass ",72,45,0,-6.5,"PHI",42,2022-10-16
"202210160pit","TAM","PIT",4,4,0,0,3,3,0,0,1,1,"Ryan Succop",14,14,14,"TAM","PIT",18,20,"False","outdoors","grass ",72,45,0,-9.5,"TAM",46,2022-10-16
"202210160pit","PIT","TAM",2,2,2,2,1,1,0,0,1,1,"Chris Boswell",10,10,10,"TAM","PIT",18,20,"False","outdoors","grass ",72,45,0,-9.5,"TAM",46,2022-10-16
"202210160ram","CAR","LAR",1,1,1,1,0,0,0,0,0,0,"Eddy Pineiro",1,1,1,"CAR","LAR",10,24,"False","dome","matrixturf",72,45,0,-10,"LAR",41.5,2022-10-16
"202210160ram","LAR","CAR",1,1,3,3,1,1,0,0,0,0,"Matt Gay",6,6,6,"CAR","LAR",10,24,"False","dome","matrixturf",72,45,0,-10,"LAR",41.5,2022-10-16
"202210160sea","SEA","ARI",4,4,1,1,0,0,0,0,0,0,"Jason Myers",1,1,1,"ARI","SEA",9,19,"False","outdoors","fieldturf ",72,45,0,-2.5,"ARI",50.5,2022-10-16
"202210160sea","ARI","SEA",1,1,1,0,1,1,0,0,0,0,"Matt Ammendola",3,3,3,"ARI","SEA",9,19,"False","outdoors","fieldturf ",72,45,0,-2.5,"ARI",50.5,2022-10-16
"202210170sdg","DEN","LAC",3,3,1,1,1,1,1,1,1,1,"Brandon McManus",13,13,13,"DEN","LAC",16,19,"True","dome","matrixturf",72,45,0,-4.5,"LAC",45.5,2022-10-17
"202210170sdg","LAC","DEN",4,4,1,1,4,4,0,0,0,0,"Dustin Hopkins",13,13,13,"DEN","LAC",16,19,"True","dome","matrixturf",72,45,0,-4.5,"LAC",45.5,2022-10-17
"202210200crd","ARI","NOR",2,2,3,2,1,1,0,0,1,1,"Rodrigo Blankenship",10,10,10,"NOR","ARI",34,42,"False","retractable roof (open)","grass ",72,45,0,-2.5,"ARI",44,2022-10-20
"202210200crd","NOR","ARI",2,2,4,4,0,0,0,0,0,0,"Wil Lutz",4,4,4,"NOR","ARI",34,42,"False","retractable roof (open)","grass ",72,45,0,-2.5,"ARI",44,2022-10-20
"202210230car","TAM","CAR",1,1,0,0,1,1,0,0,0,0,"Ryan Succop",3,3,3,"TAM","CAR",3,21,"False","outdoors","grass ",72,45,0,-13,"TAM",39.5,2022-10-23
"202210230car","0","0",0,0,3,3,0,0,0,0,0,0,"Eddy Pineiro",3,3,3,"TAM","CAR",3,21,"False","outdoors","grass ",72,45,0,-13,"TAM",39.5,2022-10-23
"202210230cin","ATL","CIN",1,1,2,2,0,0,1,1,0,0,"Younghoe Koo",6,6,6,"ATL","CIN",17,35,"False","outdoors","fieldturf ",72,45,0,-6.5,"CIN",47,2022-10-23
"202210230cin","0","0",0,0,5,5,0,0,0,0,0,0,"Evan McPherson",5,5,5,"ATL","CIN",17,35,"False","outdoors","fieldturf ",72,45,0,-6.5,"CIN",47,2022-10-23
"202210230dal","DAL","DET",1,1,3,3,1,1,0,0,0,0,"Brett Maher",6,6,6,"DET","DAL",6,24,"False","retractable roof (closed)","matrixturf",72,45,0,-6.5,"DAL",49,2022-10-23
"202210230dal","DET","DAL",2,2,0,0,1,1,0,0,1,1,"Michael Badgley",8,8,8,"DET","DAL",6,24,"False","retractable roof (closed)","matrixturf",72,45,0,-6.5,"DAL",49,2022-10-23
"202210230den","DEN","NYJ",2,1,1,0,0,0,1,1,1,0,"Brandon McManus",4,4,4,"NYJ","DEN",16,9,"False","outdoors","grass ",72,45,0,-1.5,"NYJ",37,2022-10-23
"202210230den","NYJ","DEN",3,3,1,1,1,1,2,2,0,0,"Greg Zuerlein",12,12,12,"NYJ","DEN",16,9,"False","outdoors","grass ",72,45,0,-1.5,"NYJ",37,2022-10-23
"202210230jax","JAX","NYG",1,1,1,0,1,1,0,0,0,0,"Riley Patterson",3,3,3,"NYG","JAX",23,17,"False","outdoors","grass ",72,45,0,-3,"JAX",43.5,2022-10-23
"202210230jax","NYG","JAX",3,3,2,2,3,3,0,0,0,0,"Graham Gano",11,11,11,"NYG","JAX",23,17,"False","outdoors","grass ",72,45,0,-3,"JAX",43.5,2022-10-23
"202210230mia","PIT","MIA",1,1,1,1,0,0,1,1,0,0,"Chris Boswell",5,5,5,"PIT","MIA",10,16,"False","outdoors","grass ",72,45,0,-7.5,"MIA",44.5,2022-10-23
"202210230mia","MIA","PIT",3,3,1,1,1,1,2,2,0,0,"Jason Sanders",12,12,12,"PIT","MIA",10,16,"False","outdoors","grass ",72,45,0,-7.5,"MIA",44.5,2022-10-23
"202210230oti","TEN","IND",4,4,1,1,0,0,0,0,0,0,"Randy Bullock",1,1,1,"IND","TEN",10,19,"False","outdoors","grass ",72,45,0,-2.5,"TEN",41.5,2022-10-23
"202210230oti","IND","TEN",1,1,1,1,0,0,0,0,0,0,"Chase McLaughlin",1,1,1,"IND","TEN",10,19,"False","outdoors","grass ",72,45,0,-2.5,"TEN",41.5,2022-10-23
"202210230rai","HOU","LVR",3,2,2,2,0,0,0,0,0,0,"Ka'imi Fairbairn",2,2,2,"HOU","LVR",20,38,"False","dome","grass",72,45,0,-7,"LVR",46,2022-10-23
"202210230rai","LVR","HOU",1,1,5,5,0,0,0,0,0,0,"Daniel Carlson",5,5,5,"HOU","LVR",20,38,"False","dome","grass",72,45,0,-7,"LVR",46,2022-10-23
"202210230rav","CLE","BAL",3,2,2,2,0,0,0,0,0,0,"Cade York",2,2,2,"CLE","BAL",20,23,"False","outdoors","grass",72,45,0,-6.5,"BAL",45.5,2022-10-23
"202210230rav","BAL","CLE",3,3,2,2,2,2,0,0,1,1,"Justin Tucker",13,13,13,"CLE","BAL",20,23,"False","outdoors","grass",72,45,0,-6.5,"BAL",45.5,2022-10-23
"202210230sdg","SEA","LAC",3,3,4,4,1,1,1,1,1,1,"Jason Myers",16,16,16,"SEA","LAC",37,23,"False","dome","matrixturf",72,45,0,-4.5,"LAC",50.5,2022-10-23
"202210230sdg","0","0",0,0,3,3,0,0,0,0,0,0,"Taylor Bertolet",3,3,3,"SEA","LAC",37,23,"False","dome","matrixturf",72,45,0,-4.5,"LAC",50.5,2022-10-23
"202210230sfo","KAN","SFO",1,0,6,6,1,0,0,0,0,0,"Harrison Butker",6,6,6,"KAN","SFO",44,23,"False","outdoors","grass",72,45,0,-1,"KAN",49,2022-10-23
"202210230sfo","SFO","KAN",3,3,2,2,1,1,1,1,1,1,"Robbie Gould",14,14,14,"KAN","SFO",44,23,"False","outdoors","grass",72,45,0,-1,"KAN",49,2022-10-23
"202210230was","0","0",0,0,3,3,0,0,0,0,0,0,"Mason Crosby",3,3,3,"GNB","ERROR - abbrev_team",21,23,"False","outdoors","grass ",72,45,0,-4.5,"GNB",41.5,2022-10-23
"202210230was","ERROR - abbrev_team","GNB",4,3,2,2,3,3,1,0,0,0,"Joey Slye",11,11,11,"GNB","ERROR - abbrev_team",21,23,"False","outdoors","grass ",72,45,0,-4.5,"GNB",41.5,2022-10-23
"202210240nwe","CHI","NWE",4,4,3,3,2,2,1,1,1,1,"Cairo Santos",18,18,18,"CHI","NWE",33,14,"False","outdoors","fieldturf ",72,45,0,-8.5,"NWE",40.5,2022-10-24
"202210240nwe","0","0",0,0,2,2,0,0,0,0,0,0,"Nick Folk",2,2,2,"CHI","NWE",33,14,"False","outdoors","fieldturf ",72,45,0,-8.5,"NWE",40.5,2022-10-24
"202210270tam","BAL","TAM",3,2,3,3,2,2,0,0,1,0,"Justin Tucker",9,9,9,"BAL","TAM",27,22,"False","outdoors","grass ",76,91,4,-1.5,"TAM",45.5,2022-10-27
"202210270tam","TAM","BAL",3,3,1,1,0,0,0,0,0,0,"Ryan Succop",1,1,1,"BAL","TAM",27,22,"False","outdoors","grass ",76,91,4,-1.5,"TAM",45.5,2022-10-27
"202210300atl","ATL","CAR",3,3,4,4,2,2,1,1,0,0,"Younghoe Koo",14,14,14,"CAR","ATL",34,37,"True","retractable roof (closed)","fieldturf",72,45,0,-4,"ATL",41,2022-10-30
"202210300atl","CAR","ATL",3,2,3,2,2,1,1,1,0,0,"Eddy Pineiro",9,9,9,"CAR","ATL",34,37,"True","retractable roof (closed)","fieldturf",72,45,0,-4,"ATL",41,2022-10-30
"202210300buf","BUF","GNB",2,2,3,3,1,1,1,1,0,0,"Tyler Bass",10,10,10,"GNB","BUF",17,27,"False","outdoors","a_turf",54,47,4,-10.5,"BUF",47,2022-10-30
"202210300buf","GNB","BUF",2,1,2,2,1,1,0,0,1,0,"Mason Crosby",5,5,5,"GNB","BUF",17,27,"False","outdoors","a_turf",54,47,4,-10.5,"BUF",47,2022-10-30
"202210300clt","ERROR - abbrev_team","IND",1,1,2,2,0,0,0,0,0,0,"Joey Slye",2,2,2,"ERROR - abbrev_team","IND",17,16,"False","retractable roof (closed)","fieldturf ",72,45,0,-3,"IND",39.5,2022-10-30
"202210300clt","IND","ERROR - abbrev_team",3,3,1,1,2,2,1,1,0,0,"Chase McLaughlin",11,11,11,"ERROR - abbrev_team","IND",17,16,"False","retractable roof (closed)","fieldturf ",72,45,0,-3,"IND",39.5,2022-10-30
"202210300dal","CHI","DAL",1,1,2,2,1,1,0,0,0,0,"Cairo Santos",5,5,5,"CHI","DAL",29,49,"False","retractable roof (open)","matrixturf",72,45,0,-10,"DAL",42.5,2022-10-30
"202210300dal","0","0",0,0,7,7,0,0,0,0,0,0,"Brett Maher",7,7,7,"CHI","DAL",29,49,"False","retractable roof (open)","matrixturf",72,45,0,-10,"DAL",42.5,2022-10-30
"202210300det","DET","MIA",2,2,3,3,1,1,1,1,0,0,"Michael Badgley",10,10,10,"MIA","DET",31,27,"False","dome","fieldturf ",72,45,0,-3.5,"MIA",51.5,2022-10-30
"202210300det","MIA","DET",1,1,4,4,0,0,1,1,0,0,"Jason Sanders",8,8,8,"MIA","DET",31,27,"False","dome","fieldturf ",72,45,0,-3.5,"MIA",51.5,2022-10-30
"202210300htx","HOU","TEN",1,1,1,1,0,0,0,0,0,0,"Ka'imi Fairbairn",1,1,1,"TEN","HOU",17,10,"False","retractable roof (closed)","astroturf",72,45,0,-3.5,"TEN",39,2022-10-30
"202210300htx","TEN","HOU",2,1,2,2,0,0,0,0,0,0,"Randy Bullock",2,2,2,"TEN","HOU",17,10,"False","retractable roof (closed)","astroturf",72,45,0,-3.5,"TEN",39,2022-10-30
"202210300jax","0","0",0,0,3,3,0,0,0,0,0,0,"Brandon McManus",3,3,3,"DEN","JAX",21,17,"False","outdoors","grass",72,45,0,-2,"JAX",40.5,2022-10-30
"202210300jax","JAX","DEN",1,1,2,2,1,1,0,0,0,0,"Riley Patterson",5,5,5,"DEN","JAX",21,17,"False","outdoors","grass",72,45,0,-2,"JAX",40.5,2022-10-30
"202210300min","MIN","ARI",1,0,5,4,0,0,0,0,0,0,"Greg Joseph",4,4,4,"ARI","MIN",26,34,"False","dome","sportturf",72,45,0,-3.5,"MIN",48.5,2022-10-30
"202210300min","ARI","MIN",2,2,2,2,1,1,1,1,0,0,"Matt Prater",9,9,9,"ARI","MIN",26,34,"False","dome","sportturf",72,45,0,-3.5,"MIN",48.5,2022-10-30
"202210300nor","NOR","LVR",2,1,3,3,0,0,0,0,0,0,"Wil Lutz",3,3,3,"LVR","NOR",0,24,"False","dome","sportturf",72,45,0,-1.5,"LVR",49.5,2022-10-30
"202210300nyj","NWE","NYJ",5,5,1,1,1,1,3,3,1,1,"Nick Folk",21,21,21,"NWE","NYJ",22,17,"False","outdoors","fieldturf ",57,39,2,-2.5,"NWE",40,2022-10-30
"202210300nyj","NYJ","NWE",2,1,2,2,1,1,1,0,0,0,"Greg Zuerlein",5,5,5,"NWE","NYJ",22,17,"False","outdoors","fieldturf ",57,39,2,-2.5,"NWE",40,2022-10-30
"202210300phi","PIT","PHI",2,2,1,1,2,2,0,0,0,0,"Nick Sciba",7,7,7,"PIT","PHI",13,35,"False","outdoors","grass ",60,47,2,-10.5,"PHI",43,2022-10-30
"202210300phi","0","0",0,0,5,5,0,0,0,0,0,0,"Jake Elliott",5,5,5,"PIT","PHI",13,35,"False","outdoors","grass ",60,47,2,-10.5,"PHI",43,2022-10-30
"202210300ram","SFO","LAR",1,1,4,4,0,0,0,0,0,0,"Robbie Gould",4,4,4,"SFO","LAR",31,14,"False","dome","matrixturf",72,45,0,-2.5,"LAR",42,2022-10-30
"202210300ram","0","0",0,0,2,2,0,0,0,0,0,0,"Matt Gay",2,2,2,"SFO","LAR",31,14,"False","dome","matrixturf",72,45,0,-2.5,"LAR",42,2022-10-30
"202210300sea","NYG","SEA",2,2,1,1,1,1,1,1,0,0,"Graham Gano",8,8,8,"NYG","SEA",13,27,"False","outdoors","fieldturf ",54,83,8,-3,"SEA",44.5,2022-10-30
"202210300sea","SEA","NYG",2,2,3,3,1,1,0,0,1,1,"Jason Myers",11,11,11,"NYG","SEA",13,27,"False","outdoors","fieldturf ",54,83,8,-3,"SEA",44.5,2022-10-30
"202210310cle","CIN","CLE",1,0,2,1,0,0,1,0,0,0,"Evan McPherson",1,1,1,"CIN","CLE",13,32,"False","outdoors","grass ",66,68,9,-3,"CIN",45,2022-10-31
"202210310cle","CLE","CIN",2,1,3,3,0,0,0,0,2,1,"Cade York",8,8,8,"CIN","CLE",13,32,"False","outdoors","grass ",66,68,9,-3,"CIN",45,2022-10-31
